week,keywords,avg_engagement,video_count
2019-12-30/2020-01-05,beauty,0.05948308013508356,16
2019-12-30/2020-01-05,face,0.05948308013508356,16
2019-12-30/2020-01-05,hair,0.05948308013508356,16
2019-12-30/2020-01-05,instagram,0.05948308013508356,16
2019-12-30/2020-01-05,look,0.05948308013508356,16
2019-12-30/2020-01-05,makeup,0.05948308013508356,16
2019-12-30/2020-01-05,products,0.05948308013508356,16
2019-12-30/2020-01-05,skin,0.05948308013508356,16
2019-12-30/2020-01-05,tutorial,0.05948308013508356,16
2019-12-30/2020-01-05,video,0.05948308013508356,16
2020-01-06/2020-01-12,beauty,0.05108596069133252,47
2020-01-06/2020-01-12,face,0.05108596069133252,47
2020-01-06/2020-01-12,hair,0.05108596069133252,47
2020-01-06/2020-01-12,instagram,0.05108596069133252,47
2020-01-06/2020-01-12,look,0.05108596069133252,47
2020-01-06/2020-01-12,makeup,0.05108596069133252,47
2020-01-06/2020-01-12,products,0.05108596069133252,47
2020-01-06/2020-01-12,skin,0.05108596069133252,47
2020-01-06/2020-01-12,tutorial,0.05108596069133252,47
2020-01-06/2020-01-12,video,0.05108596069133252,47
2020-01-13/2020-01-19,beauty,0.042655521609908785,43
2020-01-13/2020-01-19,face,0.042655521609908785,43
2020-01-13/2020-01-19,hair,0.042655521609908785,43
2020-01-13/2020-01-19,instagram,0.042655521609908785,43
2020-01-13/2020-01-19,look,0.042655521609908785,43
2020-01-13/2020-01-19,makeup,0.042655521609908785,43
2020-01-13/2020-01-19,products,0.042655521609908785,43
2020-01-13/2020-01-19,skin,0.042655521609908785,43
2020-01-13/2020-01-19,tutorial,0.042655521609908785,43
2020-01-13/2020-01-19,video,0.042655521609908785,43
2020-01-20/2020-01-26,beauty,0.04701638077672561,46
2020-01-20/2020-01-26,face,0.04701638077672561,46
2020-01-20/2020-01-26,hair,0.04701638077672561,46
2020-01-20/2020-01-26,instagram,0.04701638077672561,46
2020-01-20/2020-01-26,look,0.04701638077672561,46
2020-01-20/2020-01-26,makeup,0.04701638077672561,46
2020-01-20/2020-01-26,products,0.04701638077672561,46
2020-01-20/2020-01-26,skin,0.04701638077672561,46
2020-01-20/2020-01-26,tutorial,0.04701638077672561,46
2020-01-20/2020-01-26,video,0.04701638077672561,46
2020-01-27/2020-02-02,beauty,0.03743870980489469,35
2020-01-27/2020-02-02,face,0.03743870980489469,35
2020-01-27/2020-02-02,hair,0.03743870980489469,35
2020-01-27/2020-02-02,instagram,0.03743870980489469,35
2020-01-27/2020-02-02,look,0.03743870980489469,35
2020-01-27/2020-02-02,makeup,0.03743870980489469,35
2020-01-27/2020-02-02,products,0.03743870980489469,35
2020-01-27/2020-02-02,skin,0.03743870980489469,35
2020-01-27/2020-02-02,tutorial,0.03743870980489469,35
2020-01-27/2020-02-02,video,0.03743870980489469,35
2020-02-03/2020-02-09,beauty,0.0473633259843874,47
2020-02-03/2020-02-09,description,0.0063965884861407,1
2020-02-03/2020-02-09,face,0.04825390723434928,46
2020-02-03/2020-02-09,hair,0.0473633259843874,47
2020-02-03/2020-02-09,instagram,0.04825390723434928,46
2020-02-03/2020-02-09,look,0.0473633259843874,47
2020-02-03/2020-02-09,makeup,0.0473633259843874,47
2020-02-03/2020-02-09,makeup look,0.0063965884861407,1
2020-02-03/2020-02-09,products,0.04825390723434928,46
2020-02-03/2020-02-09,shorts,0.0063965884861407,1
2020-02-03/2020-02-09,skin,0.0473633259843874,47
2020-02-03/2020-02-09,tutorial,0.0473633259843874,47
2020-02-03/2020-02-09,video,0.0473633259843874,47
2020-02-10/2020-02-16,beauty,0.04422983965180068,40
2020-02-10/2020-02-16,face,0.04422983965180068,40
2020-02-10/2020-02-16,hair,0.04422983965180068,40
2020-02-10/2020-02-16,instagram,0.04422983965180068,40
2020-02-10/2020-02-16,look,0.04422983965180068,40
2020-02-10/2020-02-16,makeup,0.04422983965180068,40
2020-02-10/2020-02-16,products,0.04422983965180068,40
2020-02-10/2020-02-16,skin,0.04422983965180068,40
2020-02-10/2020-02-16,tutorial,0.04422983965180068,40
2020-02-10/2020-02-16,video,0.04422983965180068,40
2020-02-17/2020-02-23,beauty,0.04280580226846481,46
2020-02-17/2020-02-23,description,0.016267942583732,1
2020-02-17/2020-02-23,face,0.043395532483681096,45
2020-02-17/2020-02-23,hair,0.04280580226846481,46
2020-02-17/2020-02-23,instagram,0.043395532483681096,45
2020-02-17/2020-02-23,look,0.04280580226846481,46
2020-02-17/2020-02-23,makeup,0.04280580226846481,46
2020-02-17/2020-02-23,makeup look,0.016267942583732,1
2020-02-17/2020-02-23,products,0.043395532483681096,45
2020-02-17/2020-02-23,shorts,0.016267942583732,1
2020-02-17/2020-02-23,skin,0.04280580226846481,46
2020-02-17/2020-02-23,tutorial,0.04280580226846481,46
2020-02-17/2020-02-23,video,0.04280580226846481,46
2020-02-24/2020-03-01,beauty,0.05286820083996911,47
2020-02-24/2020-03-01,description,0.0172046472671999,4
2020-02-24/2020-03-01,face,0.05618574070720347,43
2020-02-24/2020-03-01,hair,0.05286820083996911,47
2020-02-24/2020-03-01,instagram,0.05618574070720347,43
2020-02-24/2020-03-01,look,0.05286820083996911,47
2020-02-24/2020-03-01,makeup,0.05286820083996911,47
2020-02-24/2020-03-01,makeup look,0.0172046472671999,4
2020-02-24/2020-03-01,products,0.05618574070720347,43
2020-02-24/2020-03-01,shorts,0.0172046472671999,4
2020-02-24/2020-03-01,skin,0.05286820083996911,47
2020-02-24/2020-03-01,tutorial,0.05286820083996911,47
2020-02-24/2020-03-01,video,0.05286820083996911,47
2020-03-02/2020-03-08,beauty,0.05130692154283206,41
2020-03-02/2020-03-08,face,0.05130692154283206,41
2020-03-02/2020-03-08,hair,0.05130692154283206,41
2020-03-02/2020-03-08,instagram,0.05130692154283206,41
2020-03-02/2020-03-08,look,0.05130692154283206,41
2020-03-02/2020-03-08,makeup,0.05130692154283206,41
2020-03-02/2020-03-08,products,0.05130692154283206,41
2020-03-02/2020-03-08,skin,0.05130692154283206,41
2020-03-02/2020-03-08,tutorial,0.05130692154283206,41
2020-03-02/2020-03-08,video,0.05130692154283206,41
2020-03-09/2020-03-15,beauty,0.050023216930112684,52
2020-03-09/2020-03-15,description,0.01898599702764995,2
2020-03-09/2020-03-15,face,0.051264705726211196,50
2020-03-09/2020-03-15,hair,0.050023216930112684,52
2020-03-09/2020-03-15,instagram,0.051264705726211196,50
2020-03-09/2020-03-15,look,0.050023216930112684,52
2020-03-09/2020-03-15,makeup,0.050023216930112684,52
2020-03-09/2020-03-15,makeup look,0.01898599702764995,2
2020-03-09/2020-03-15,products,0.051264705726211196,50
2020-03-09/2020-03-15,shorts,0.01898599702764995,2
2020-03-09/2020-03-15,skin,0.050023216930112684,52
2020-03-09/2020-03-15,tutorial,0.050023216930112684,52
2020-03-09/2020-03-15,video,0.050023216930112684,52
2020-03-16/2020-03-22,beauty,0.07672676444805769,44
2020-03-16/2020-03-22,face,0.07672676444805769,44
2020-03-16/2020-03-22,hair,0.07672676444805769,44
2020-03-16/2020-03-22,instagram,0.07672676444805769,44
2020-03-16/2020-03-22,look,0.07672676444805769,44
2020-03-16/2020-03-22,makeup,0.07672676444805769,44
2020-03-16/2020-03-22,products,0.07672676444805769,44
2020-03-16/2020-03-22,skin,0.07672676444805769,44
2020-03-16/2020-03-22,tutorial,0.07672676444805769,44
2020-03-16/2020-03-22,video,0.07672676444805769,44
2020-03-23/2020-03-29,beauty,0.06910715446396119,51
2020-03-23/2020-03-29,description,0.01034482758620685,2
2020-03-23/2020-03-29,face,0.07150561678550219,49
2020-03-23/2020-03-29,hair,0.06910715446396119,51
2020-03-23/2020-03-29,instagram,0.07150561678550219,49
2020-03-23/2020-03-29,look,0.06910715446396119,51
2020-03-23/2020-03-29,makeup,0.06910715446396119,51
2020-03-23/2020-03-29,makeup look,0.01034482758620685,2
2020-03-23/2020-03-29,products,0.07150561678550219,49
2020-03-23/2020-03-29,shorts,0.01034482758620685,2
2020-03-23/2020-03-29,skin,0.06910715446396119,51
2020-03-23/2020-03-29,tutorial,0.06910715446396119,51
2020-03-23/2020-03-29,video,0.06910715446396119,51
2020-03-30/2020-04-05,beauty,0.060897091174444376,56
2020-03-30/2020-04-05,face,0.060897091174444376,56
2020-03-30/2020-04-05,hair,0.060897091174444376,56
2020-03-30/2020-04-05,instagram,0.060897091174444376,56
2020-03-30/2020-04-05,look,0.060897091174444376,56
2020-03-30/2020-04-05,makeup,0.060897091174444376,56
2020-03-30/2020-04-05,products,0.060897091174444376,56
2020-03-30/2020-04-05,skin,0.060897091174444376,56
2020-03-30/2020-04-05,tutorial,0.060897091174444376,56
2020-03-30/2020-04-05,video,0.060897091174444376,56
2020-04-06/2020-04-12,beauty,0.05593087721394477,57
2020-04-06/2020-04-12,description,0.013238617062681599,3
2020-04-06/2020-04-12,face,0.05830266944457051,54
2020-04-06/2020-04-12,hair,0.05593087721394477,57
2020-04-06/2020-04-12,instagram,0.05830266944457051,54
2020-04-06/2020-04-12,look,0.05593087721394477,57
2020-04-06/2020-04-12,makeup,0.05593087721394477,57
2020-04-06/2020-04-12,makeup look,0.013238617062681599,3
2020-04-06/2020-04-12,products,0.05830266944457051,54
2020-04-06/2020-04-12,shorts,0.013238617062681599,3
2020-04-06/2020-04-12,skin,0.05593087721394477,57
2020-04-06/2020-04-12,tutorial,0.05593087721394477,57
2020-04-06/2020-04-12,video,0.05593087721394477,57
2020-04-13/2020-04-19,beauty,0.05576009017569215,50
2020-04-13/2020-04-19,description,0.00560897435897435,2
2020-04-13/2020-04-19,face,0.05784972000138872,48
2020-04-13/2020-04-19,hair,0.05576009017569215,50
2020-04-13/2020-04-19,instagram,0.05784972000138872,48
2020-04-13/2020-04-19,look,0.05576009017569215,50
2020-04-13/2020-04-19,makeup,0.05576009017569215,50
2020-04-13/2020-04-19,makeup look,0.00560897435897435,2
2020-04-13/2020-04-19,products,0.05784972000138872,48
2020-04-13/2020-04-19,shorts,0.00560897435897435,2
2020-04-13/2020-04-19,skin,0.05576009017569215,50
2020-04-13/2020-04-19,tutorial,0.05576009017569215,50
2020-04-13/2020-04-19,video,0.05576009017569215,50
2020-04-20/2020-04-26,beauty,0.06749678218145794,59
2020-04-20/2020-04-26,face,0.06749678218145794,59
2020-04-20/2020-04-26,hair,0.06749678218145794,59
2020-04-20/2020-04-26,instagram,0.06749678218145794,59
2020-04-20/2020-04-26,look,0.06749678218145794,59
2020-04-20/2020-04-26,makeup,0.06749678218145794,59
2020-04-20/2020-04-26,products,0.06749678218145794,59
2020-04-20/2020-04-26,skin,0.06749678218145794,59
2020-04-20/2020-04-26,tutorial,0.06749678218145794,59
2020-04-20/2020-04-26,video,0.06749678218145794,59
2020-04-27/2020-05-03,beauty,0.0929548992909942,72
2020-04-27/2020-05-03,face,0.0929548992909942,72
2020-04-27/2020-05-03,hair,0.0929548992909942,72
2020-04-27/2020-05-03,instagram,0.0929548992909942,72
2020-04-27/2020-05-03,look,0.0929548992909942,72
2020-04-27/2020-05-03,makeup,0.0929548992909942,72
2020-04-27/2020-05-03,products,0.0929548992909942,72
2020-04-27/2020-05-03,skin,0.0929548992909942,72
2020-04-27/2020-05-03,tutorial,0.0929548992909942,72
2020-04-27/2020-05-03,video,0.0929548992909942,72
2020-05-04/2020-05-10,beauty,0.07555070078576645,71
2020-05-04/2020-05-10,description,0.0189982728842832,1
2020-05-04/2020-05-10,face,0.07635859261293049,70
2020-05-04/2020-05-10,hair,0.07555070078576645,71
2020-05-04/2020-05-10,instagram,0.07635859261293049,70
2020-05-04/2020-05-10,look,0.07555070078576645,71
2020-05-04/2020-05-10,makeup,0.07555070078576645,71
2020-05-04/2020-05-10,makeup look,0.0189982728842832,1
2020-05-04/2020-05-10,products,0.07635859261293049,70
2020-05-04/2020-05-10,shorts,0.0189982728842832,1
2020-05-04/2020-05-10,skin,0.07555070078576645,71
2020-05-04/2020-05-10,tutorial,0.07555070078576645,71
2020-05-04/2020-05-10,video,0.07555070078576645,71
2020-05-11/2020-05-17,beauty,0.07789653570483453,66
2020-05-11/2020-05-17,face,0.07789653570483453,66
2020-05-11/2020-05-17,hair,0.07789653570483453,66
2020-05-11/2020-05-17,instagram,0.07789653570483453,66
2020-05-11/2020-05-17,look,0.07789653570483453,66
2020-05-11/2020-05-17,makeup,0.07789653570483453,66
2020-05-11/2020-05-17,products,0.07789653570483453,66
2020-05-11/2020-05-17,skin,0.07789653570483453,66
2020-05-11/2020-05-17,tutorial,0.07789653570483453,66
2020-05-11/2020-05-17,video,0.07789653570483453,66
2020-05-18/2020-05-24,beauty,0.09298674495090532,67
2020-05-18/2020-05-24,description,0.0040760050629859495,2
2020-05-18/2020-05-24,face,0.09572246002437976,65
2020-05-18/2020-05-24,hair,0.09298674495090532,67
2020-05-18/2020-05-24,instagram,0.09572246002437976,65
2020-05-18/2020-05-24,look,0.09298674495090532,67
2020-05-18/2020-05-24,makeup,0.09298674495090532,67
2020-05-18/2020-05-24,makeup look,0.0040760050629859495,2
2020-05-18/2020-05-24,products,0.09572246002437976,65
2020-05-18/2020-05-24,shorts,0.0040760050629859495,2
2020-05-18/2020-05-24,skin,0.09298674495090532,67
2020-05-18/2020-05-24,tutorial,0.09298674495090532,67
2020-05-18/2020-05-24,video,0.09298674495090532,67
2020-05-25/2020-05-31,beauty,0.07656397767635217,59
2020-05-25/2020-05-31,description,0.0062597809076682,1
2020-05-25/2020-05-31,face,0.07777611899995017,58
2020-05-25/2020-05-31,hair,0.07656397767635217,59
2020-05-25/2020-05-31,instagram,0.07777611899995017,58
2020-05-25/2020-05-31,look,0.07656397767635217,59
2020-05-25/2020-05-31,makeup,0.07656397767635217,59
2020-05-25/2020-05-31,makeup look,0.0062597809076682,1
2020-05-25/2020-05-31,products,0.07777611899995017,58
2020-05-25/2020-05-31,shorts,0.0062597809076682,1
2020-05-25/2020-05-31,skin,0.07656397767635217,59
2020-05-25/2020-05-31,tutorial,0.07656397767635217,59
2020-05-25/2020-05-31,video,0.07656397767635217,59
2020-06-01/2020-06-07,beauty,0.10220151749361968,57
2020-06-01/2020-06-07,face,0.10220151749361968,57
2020-06-01/2020-06-07,hair,0.10220151749361968,57
2020-06-01/2020-06-07,instagram,0.10220151749361968,57
2020-06-01/2020-06-07,look,0.10220151749361968,57
2020-06-01/2020-06-07,makeup,0.10220151749361968,57
2020-06-01/2020-06-07,products,0.10220151749361968,57
2020-06-01/2020-06-07,skin,0.10220151749361968,57
2020-06-01/2020-06-07,tutorial,0.10220151749361968,57
2020-06-01/2020-06-07,video,0.10220151749361968,57
2020-06-08/2020-06-14,beauty,0.0894383314543251,73
2020-06-08/2020-06-14,face,0.0894383314543251,73
2020-06-08/2020-06-14,hair,0.0894383314543251,73
2020-06-08/2020-06-14,instagram,0.0894383314543251,73
2020-06-08/2020-06-14,look,0.0894383314543251,73
2020-06-08/2020-06-14,makeup,0.0894383314543251,73
2020-06-08/2020-06-14,products,0.0894383314543251,73
2020-06-08/2020-06-14,skin,0.0894383314543251,73
2020-06-08/2020-06-14,tutorial,0.0894383314543251,73
2020-06-08/2020-06-14,video,0.0894383314543251,73
2020-06-15/2020-06-21,beauty,0.11963268493213795,58
2020-06-15/2020-06-21,face,0.11963268493213795,58
2020-06-15/2020-06-21,hair,0.11963268493213795,58
2020-06-15/2020-06-21,instagram,0.11963268493213795,58
2020-06-15/2020-06-21,look,0.11963268493213795,58
2020-06-15/2020-06-21,makeup,0.11963268493213795,58
2020-06-15/2020-06-21,products,0.11963268493213795,58
2020-06-15/2020-06-21,skin,0.11963268493213795,58
2020-06-15/2020-06-21,tutorial,0.11963268493213795,58
2020-06-15/2020-06-21,video,0.11963268493213795,58
2020-06-22/2020-06-28,beauty,0.08356444817903033,65
2020-06-22/2020-06-28,face,0.08356444817903033,65
2020-06-22/2020-06-28,hair,0.08356444817903033,65
2020-06-22/2020-06-28,instagram,0.08356444817903033,65
2020-06-22/2020-06-28,look,0.08356444817903033,65
2020-06-22/2020-06-28,makeup,0.08356444817903033,65
2020-06-22/2020-06-28,products,0.08356444817903033,65
2020-06-22/2020-06-28,skin,0.08356444817903033,65
2020-06-22/2020-06-28,tutorial,0.08356444817903033,65
2020-06-22/2020-06-28,video,0.08356444817903033,65
2020-06-29/2020-07-05,beauty,0.0994428233745192,74
2020-06-29/2020-07-05,face,0.0994428233745192,74
2020-06-29/2020-07-05,hair,0.0994428233745192,74
2020-06-29/2020-07-05,instagram,0.0994428233745192,74
2020-06-29/2020-07-05,look,0.0994428233745192,74
2020-06-29/2020-07-05,makeup,0.0994428233745192,74
2020-06-29/2020-07-05,products,0.0994428233745192,74
2020-06-29/2020-07-05,skin,0.0994428233745192,74
2020-06-29/2020-07-05,tutorial,0.0994428233745192,74
2020-06-29/2020-07-05,video,0.0994428233745192,74
2020-07-06/2020-07-12,beauty,0.08663655151759621,60
2020-07-06/2020-07-12,face,0.08663655151759621,60
2020-07-06/2020-07-12,hair,0.08663655151759621,60
2020-07-06/2020-07-12,instagram,0.08663655151759621,60
2020-07-06/2020-07-12,look,0.08663655151759621,60
2020-07-06/2020-07-12,makeup,0.08663655151759621,60
2020-07-06/2020-07-12,products,0.08663655151759621,60
2020-07-06/2020-07-12,skin,0.08663655151759621,60
2020-07-06/2020-07-12,tutorial,0.08663655151759621,60
2020-07-06/2020-07-12,video,0.08663655151759621,60
2020-07-13/2020-07-19,beauty,0.06552368027738519,81
2020-07-13/2020-07-19,face,0.06552368027738519,81
2020-07-13/2020-07-19,hair,0.06552368027738519,81
2020-07-13/2020-07-19,instagram,0.06552368027738519,81
2020-07-13/2020-07-19,look,0.06552368027738519,81
2020-07-13/2020-07-19,makeup,0.06552368027738519,81
2020-07-13/2020-07-19,products,0.06552368027738519,81
2020-07-13/2020-07-19,skin,0.06552368027738519,81
2020-07-13/2020-07-19,tutorial,0.06552368027738519,81
2020-07-13/2020-07-19,video,0.06552368027738519,81
2020-07-20/2020-07-26,beauty,0.09348895839109828,96
2020-07-20/2020-07-26,face,0.09348895839109828,96
2020-07-20/2020-07-26,hair,0.09348895839109828,96
2020-07-20/2020-07-26,instagram,0.09348895839109828,96
2020-07-20/2020-07-26,look,0.09348895839109828,96
2020-07-20/2020-07-26,makeup,0.09348895839109828,96
2020-07-20/2020-07-26,products,0.09348895839109828,96
2020-07-20/2020-07-26,skin,0.09348895839109828,96
2020-07-20/2020-07-26,tutorial,0.09348895839109828,96
2020-07-20/2020-07-26,video,0.09348895839109828,96
2020-07-27/2020-08-02,beauty,0.09383388402080171,87
2020-07-27/2020-08-02,face,0.09383388402080171,87
2020-07-27/2020-08-02,hair,0.09383388402080171,87
2020-07-27/2020-08-02,instagram,0.09383388402080171,87
2020-07-27/2020-08-02,look,0.09383388402080171,87
2020-07-27/2020-08-02,makeup,0.09383388402080171,87
2020-07-27/2020-08-02,products,0.09383388402080171,87
2020-07-27/2020-08-02,skin,0.09383388402080171,87
2020-07-27/2020-08-02,tutorial,0.09383388402080171,87
2020-07-27/2020-08-02,video,0.09383388402080171,87
2020-08-03/2020-08-09,beauty,0.07855960844872753,61
2020-08-03/2020-08-09,face,0.07855960844872753,61
2020-08-03/2020-08-09,hair,0.07855960844872753,61
2020-08-03/2020-08-09,instagram,0.07855960844872753,61
2020-08-03/2020-08-09,look,0.07855960844872753,61
2020-08-03/2020-08-09,makeup,0.07855960844872753,61
2020-08-03/2020-08-09,products,0.07855960844872753,61
2020-08-03/2020-08-09,skin,0.07855960844872753,61
2020-08-03/2020-08-09,tutorial,0.07855960844872753,61
2020-08-03/2020-08-09,video,0.07855960844872753,61
2020-08-10/2020-08-16,beauty,0.07334828397983427,69
2020-08-10/2020-08-16,face,0.07334828397983427,69
2020-08-10/2020-08-16,hair,0.07334828397983427,69
2020-08-10/2020-08-16,instagram,0.07334828397983427,69
2020-08-10/2020-08-16,look,0.07334828397983427,69
2020-08-10/2020-08-16,makeup,0.07334828397983427,69
2020-08-10/2020-08-16,products,0.07334828397983427,69
2020-08-10/2020-08-16,skin,0.07334828397983427,69
2020-08-10/2020-08-16,tutorial,0.07334828397983427,69
2020-08-10/2020-08-16,video,0.07334828397983427,69
2020-08-17/2020-08-23,beauty,0.0625109715565104,71
2020-08-17/2020-08-23,face,0.0625109715565104,71
2020-08-17/2020-08-23,hair,0.0625109715565104,71
2020-08-17/2020-08-23,instagram,0.0625109715565104,71
2020-08-17/2020-08-23,look,0.0625109715565104,71
2020-08-17/2020-08-23,makeup,0.0625109715565104,71
2020-08-17/2020-08-23,products,0.0625109715565104,71
2020-08-17/2020-08-23,skin,0.0625109715565104,71
2020-08-17/2020-08-23,tutorial,0.0625109715565104,71
2020-08-17/2020-08-23,video,0.0625109715565104,71
2020-08-24/2020-08-30,beauty,0.12331202261238856,72
2020-08-24/2020-08-30,face,0.12331202261238856,72
2020-08-24/2020-08-30,hair,0.12331202261238856,72
2020-08-24/2020-08-30,instagram,0.12331202261238856,72
2020-08-24/2020-08-30,look,0.12331202261238856,72
2020-08-24/2020-08-30,makeup,0.12331202261238856,72
2020-08-24/2020-08-30,products,0.12331202261238856,72
2020-08-24/2020-08-30,skin,0.12331202261238856,72
2020-08-24/2020-08-30,tutorial,0.12331202261238856,72
2020-08-24/2020-08-30,video,0.12331202261238856,72
