videoId,title,description,tags,clean_text,keywords,category,category_confidence,viewCount,likeCount,commentCount,engagement_rate,avg_views,avg_likes,avg_comments,avg_engagement_rate
23365,Raksha Bandhan Makeup Look || No Foundation Rakhi Makeup Look || #shorts || Vikash Chandra ||,"#anshupriya #ytshorts #youtubeshorts #newytshorts #newyoutubeshorts #rakshabandhanmakeuplook #nofoundationrakhimakeuplook




Music: Lose My Mind
Musician: ASHUTOSH",[],raksha bandhan makeup look no foundation rakhi makeup look #shorts vikash chandra #anshupriya #ytshorts #youtubeshorts #newytshorts #newyoutubeshorts #rakshabandhanmakeuplook #nofoundationrakhimakeuplook music lose my mind musician ashutosh,vlog,Vlogs & Lifestyle,0.747283,2567,103,2,0.040903778730035,514283.5625,13623.92857142857,147.125,0.03362570267059064
48957,MD #Nadeem#Jawed# Habib#blow #dryer,"Please subscribe video acchi Lage to like karna aur share karna #lorealsalon#hairstylish#JawedHabib#  


video like and share subscribe karna na bhule



highlight and blue dresser.  




#MdNadeem... #short video. #JawedHabib",[],md #nadeem#jawed# habib#blow #dryer please subscribe video acchi lage to like karna aur share karna #lorealsalon#hairstylish#jawedhabib# video like and share subscribe karna na bhule highlight and blue dresser #mdnadeem #short video #jawedhabib,vlog,Vlogs & Lifestyle,0.747283,307,54,5,0.1921824104234527,514283.5625,13623.92857142857,147.125,0.03362570267059064
51510,Hair Style | Ombre | do it yourself 💎LimonD #shorts #greyhair #brushlight #ombre #limond,#shorts #greyhair #ombre #brushlight #doityourself #madebyme #evdesaçboyama #evdesaçboyamak #evdeombre #limond,"['dıy', 'doityourself']",hair style ombre do it yourself limond #shorts #greyhair #brushlight #ombre #limond #shorts #greyhair #ombre #brushlight #doityourself #madebyme #evdesa boyama #evdesa boyamak #evdeombre #limond d y doityourself,vlog,Vlogs & Lifestyle,0.747283,639,17,0,0.0266040688575899,514283.5625,13623.92857142857,147.125,0.03362570267059064
36725,Amazing Hair Transformations You Won&#39;t Believe Exist,"Amazing hair transformations you won't believe and to watch before sleep! Rebecca Zamolo reacts to the Amazing hair transformations you won't believe right before falling asleep. 

▶ Get ZamFam merch! rebeccazamolo.com 
Rebecca Zamolo Social Media
Instagram https://www.instagram.com/rebeccazamolo/​ 
TikTok https://www.tiktok.com/@rebeccazamolo​ 
Twitter https://www.twitter.com/rebeccazamolo​ 
Facebook https://www.facebook.com/rebecca.zamolo​
My main channel: https://www.youtube.com/user/rebeccazamolo1",[],amazing hair transformations you won #39 t believe exist amazing hair transformations you won t believe and to watch before sleep rebecca zamolo reacts to the amazing hair transformations you won t believe right before falling asleep get zamfam merch rebeccazamolo com rebecca zamolo social media instagram tiktok twitter facebook my main channel,vlog,Vlogs & Lifestyle,0.747283,8060040,134201,4878,0.0172553734224644,514283.5625,13623.92857142857,147.125,0.03362570267059064
44931,haircut and hairstyling #hairsmoothing #hairstraightening #trending #trendingreel,thank you for watching this video🎥..,"['haircut', 'hairsmoothening', 'hairsmoothening', 'hairstyling', 'haircare', 'hair color', 'hair transformation', 'hair fashion', 'trending', 'trendingreel', 'trendy', 'trendycut', 'unique', 'unique family salon', 'brownmunde', 'brown', 'sexyhair', 'sexy', 'spaek']",haircut and hairstyling #hairsmoothing #hairstraightening #trending #trendingreel thank you for watching this video haircut hairsmoothening hairsmoothening hairstyling haircare hair color hair transformation hair fashion trending trendingreel trendy trendycut unique unique family salon brownmunde brown sexyhair sexy spaek,vlog,Vlogs & Lifestyle,0.747283,482,12,0,0.0248962655601659,514283.5625,13623.92857142857,147.125,0.03362570267059064
68625,Nora fatehi inspired makeup look || Power Blush #shorts,"pls subscribe if u like🥰🥰🥰




#shorts
#youtubeshorts
#norainspiredmakeuplook
#norafatehi
#norafatehiinspiredmakeuplook
#makeuplook
#inspiredmakeuplook",['nora fatehi inspired makeup look'],nora fatehi inspired makeup look power blush #shorts pls subscribe if u like #shorts #youtubeshorts #norainspiredmakeuplook #norafatehi #norafatehiinspiredmakeuplook #makeuplook #inspiredmakeuplook nora fatehi inspired makeup look,vlog,Vlogs & Lifestyle,0.747283,842,57,12,0.0819477434679334,514283.5625,13623.92857142857,147.125,0.03362570267059064
75366,hair hacks,"#beautiful ,#mylove ,#america ,#china ,#basketball ,#culture ,#catlover ,#viral ,#vedio ,#shorts ,#snakes ,#son,#short ,#sunscreen ,#subscribe ,#subscribers ,#love ,#lovestatus","['#viral', '#fyp', '#foryou', '#youtube', '#youtuber', '#subscribe']",hair hacks #beautiful #mylove #america #china #basketball #culture #catlover #viral #vedio #shorts #snakes #son #short #sunscreen #subscribe #subscribers #love #lovestatus #viral #fyp #foryou #youtube #youtuber #subscribe,vlog,Vlogs & Lifestyle,0.747283,755,32,0,0.0423841059602649,514283.5625,13623.92857142857,147.125,0.03362570267059064
14685,old Man Amazing #Beard_Fashion style 2021 and Hair colour Treatment for Men&#39;s look so Amazing 🧔,"old Man Amazing #Beard_Fashion_style 2021 and Hair colour Treatment for Men's look so Amazing 🧔

https://youtu.be/NGYxgCZg8hc
            👆👆👆👌👇👇👇
how To shava your Head Completely Bald step by step full Tutorial & Hair #Treatment_oil,_2021👼
My channel YouTube subscribe karo please",[],old man amazing #beard fashion style 2021 and hair colour treatment for men #39 s look so amazing old man amazing #beard fashion style 2021 and hair colour treatment for men s look so amazing how to shava your head completely bald step by step full tutorial hair #treatment oil 2021 my channel youtube subscribe karo please,vlog,Vlogs & Lifestyle,0.747283,232,11,2,0.0560344827586206,514283.5625,13623.92857142857,147.125,0.03362570267059064
37280,####❤️❤️❤️Indian Bridal Long Lasting Summer Makeup ❤️❤️❤️by aarati makeover,"Indian Bridal Makeup by Aarati Shaw.
Hello everyone I am a Makeup Artist.
Aap sbhi ko mera video kaisa Laga comments krke btaye.

#indianbridalmakeup
#aratimakeup
#aaratimakeupartist
#Newvideoofmakeup",[],#### indian bridal long lasting summer makeup by aarati makeover indian bridal makeup by aarati shaw hello everyone i am a makeup artist aap sbhi ko mera video kaisa laga comments krke btaye #indianbridalmakeup #aratimakeup #aaratimakeupartist #newvideoofmakeup,vlog,Vlogs & Lifestyle,0.747283,117,18,5,0.1965811965811965,514283.5625,13623.92857142857,147.125,0.03362570267059064
88809,Cute Different Ways To Style Bangs | Short Hair | Wolfcut,"#hairstyles #shorthair #bangs #tomboy #tombraider #hair 

tomboy haircut  
tomboy hairstyle  
tomboy haircut korean  

If there are any copyright issues please contact me 
email: bossbeautyxoxo@gmail.com","['short hair', 'bangs', 'ulzzang girl', 'tomboy hair', 'Fluffy Hair']",cute different ways to style bangs short hair wolfcut #hairstyles #shorthair #bangs #tomboy #tombraider #hair tomboy haircut tomboy hairstyle tomboy haircut korean if there are any copyright issues please contact me email short hair bangs ulzzang girl tomboy hair fluffy hair,vlog,Vlogs & Lifestyle,0.747283,4581941,203944,1266,0.0447866962931211,514283.5625,13623.92857142857,147.125,0.03362570267059064
